id,subject,body,intent
5018,Bug report: missing CSV export headers,"Hi Support,

I'm facing missing CSV export headers when using the app. Steps to reproduce: ... Please advise.

Thanks,
Kiran",support_bug
5019,Problem with export feature,"Hi Support,

I'm facing app crashes on Android when using the app. Steps to reproduce: ... Please advise.

Thanks,
Asha",support_bug
5020,Error encountered: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sanjay",support_bug
5021,Issue: broken link on billing page,"Hi,

broken link on billing page occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Asha",support_bug
5022,Error encountered: 500 error on login,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Rohit",support_bug
5023,Issue: app crashes on Android,"Hi Support,

I'm facing app crashes on Android when using the app. Steps to reproduce: ... Please advise.

Thanks,
Leena",support_bug
5024,Problem with dashboard,"Hi Support,

I'm facing broken link on billing page when using the app. Steps to reproduce: ... Please advise.

Thanks,
Priya",support_bug
5025,Problem with dashboard,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Maya",support_bug
5026,Error encountered: app crashes on Android,"Hello,

There is an issue with mobile app: app crashes on Android. Can the team take a look?

Regards,
Divya",support_bug
5027,Bug report: file upload fails,"Hello,

There is an issue with export feature: file upload fails. Can the team take a look?

Regards,
Dev",support_bug
5028,Error encountered: incorrect invoice total,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Manoj",support_bug
5029,Bug report: missing CSV export headers,"Hello,

There is an issue with signup form: missing CSV export headers. Can the team take a look?

Regards,
Kiran",support_bug
5030,Bug report: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Sneha",support_bug
5031,Problem with mobile app,"Dear Support Team,

We are seeing broken link on billing page in production. Affected users: many. Please prioritize.

Best,
Rohit",support_bug
5032,Issue: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Rahul",support_bug
5033,Error encountered: missing CSV export headers,"Hi Support,

I'm facing missing CSV export headers when using the app. Steps to reproduce: ... Please advise.

Thanks,
Rahul",support_bug
5034,Issue: payment page times out,"Hi Support,

I'm facing payment page times out when using the app. Steps to reproduce: ... Please advise.

Thanks,
Sneha",support_bug
5035,Error encountered: broken link on billing page,"Hello,

There is an issue with signup form: broken link on billing page. Can the team take a look?

Regards,
Arjun",support_bug
5036,Error encountered: search returns no results,"Hello,

There is an issue with signup form: search returns no results. Can the team take a look?

Regards,
Ashwin",support_bug
5037,Error encountered: payment page times out,"Hi Support,

I'm facing payment page times out when using the app. Steps to reproduce: ... Please advise.

Thanks,
Rahul",support_bug
5038,Issue: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Rahul",support_bug
5039,Error encountered: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Arjun",support_bug
5040,Issue: payment page times out,"Hello,

There is an issue with payments: payment page times out. Can the team take a look?

Regards,
Dev",support_bug
5041,Issue: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Priya",support_bug
5042,Problem with payments,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Divya",support_bug
5043,Error encountered: broken link on billing page,"Hi Support,

I'm facing broken link on billing page when using the app. Steps to reproduce: ... Please advise.

Thanks,
Asha",support_bug
5044,Bug report: missing CSV export headers,"Hello,

There is an issue with reports page: missing CSV export headers. Can the team take a look?

Regards,
Rahul",support_bug
5045,Bug report: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Sameer",support_bug
5046,Issue: app crashes on Android,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Leena",support_bug
5047,Problem with login flow,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Vikram",support_bug
5048,Problem with reports page,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Asha",support_bug
5049,Error encountered: file upload fails,"Hello,

There is an issue with payments: file upload fails. Can the team take a look?

Regards,
Kavya",support_bug
5050,Issue: payment page times out,"Hi Support,

I'm facing payment page times out when using the app. Steps to reproduce: ... Please advise.

Thanks,
Isha",support_bug
5051,Problem with reports page,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Rohit",support_bug
5052,Error encountered: search returns no results,"Hi Support,

I'm facing search returns no results when using the app. Steps to reproduce: ... Please advise.

Thanks,
Kiran",support_bug
5053,Problem with mobile app,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Priya",support_bug
5054,Problem with login flow,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Asha",support_bug
5055,Error encountered: file upload fails,"Hello,

There is an issue with mobile app: file upload fails. Can the team take a look?

Regards,
Sneha",support_bug
5056,Error encountered: incorrect invoice total,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Anita",support_bug
5057,Issue: missing CSV export headers,"Hello,

There is an issue with payments: missing CSV export headers. Can the team take a look?

Regards,
Divya",support_bug
5058,Error encountered: app crashes on Android,"Hello,

There is an issue with reports page: app crashes on Android. Can the team take a look?

Regards,
Dev",support_bug
5059,Bug report: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Vikram",support_bug
5060,Problem with signup form,"Hello,

There is an issue with signup form: missing CSV export headers. Can the team take a look?

Regards,
Vikram",support_bug
5061,Problem with dashboard,"Hello,

There is an issue with dashboard: file upload fails. Can the team take a look?

Regards,
Priya",support_bug
5062,Problem with payments,"Hi Support,

I'm facing search returns no results when using the app. Steps to reproduce: ... Please advise.

Thanks,
Sameer",support_bug
5063,Error encountered: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Priya",support_bug
5064,Issue: search returns no results,"Hi Support,

I'm facing search returns no results when using the app. Steps to reproduce: ... Please advise.

Thanks,
Arjun",support_bug
5065,Issue: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Isha",support_bug
5066,Error encountered: search returns no results,"Hi Support,

I'm facing search returns no results when using the app. Steps to reproduce: ... Please advise.

Thanks,
Dev",support_bug
5067,Bug report: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Neha",support_bug
5068,Issue: incorrect invoice total,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Sanjay",support_bug
5069,Error encountered: 500 error on login,"Hi Support,

I'm facing 500 error on login when using the app. Steps to reproduce: ... Please advise.

Thanks,
Ashwin",support_bug
5070,Problem with export feature,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Dev",support_bug
5071,Bug report: payment page times out,"Hello,

There is an issue with dashboard: payment page times out. Can the team take a look?

Regards,
Neha",support_bug
5072,Issue: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5073,Issue: payment page times out,"Hello,

There is an issue with reports page: payment page times out. Can the team take a look?

Regards,
Maya",support_bug
5074,Error encountered: payment page times out,"Hello,

There is an issue with dashboard: payment page times out. Can the team take a look?

Regards,
Sameer",support_bug
5075,Issue: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5076,Issue: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Manoj",support_bug
5077,Issue: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Rohit",support_bug
5078,Bug report: broken link on billing page,"Hello,

There is an issue with payments: broken link on billing page. Can the team take a look?

Regards,
Neha",support_bug
5079,Error encountered: 500 error on login,"Hi Support,

I'm facing 500 error on login when using the app. Steps to reproduce: ... Please advise.

Thanks,
Dev",support_bug
5080,Error encountered: file upload fails,"Hello,

There is an issue with export feature: file upload fails. Can the team take a look?

Regards,
Vikram",support_bug
5081,Bug report: broken link on billing page,"Hi,

broken link on billing page occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kiran",support_bug
5082,Issue: 500 error on login,"Hello,

There is an issue with payments: 500 error on login. Can the team take a look?

Regards,
Manoj",support_bug
5083,Error encountered: file upload fails,"Hi,

file upload fails occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Arjun",support_bug
5084,Issue: search returns no results,"Hello,

There is an issue with mobile app: search returns no results. Can the team take a look?

Regards,
Sneha",support_bug
5085,Bug report: search returns no results,"Hello,

There is an issue with signup form: search returns no results. Can the team take a look?

Regards,
Leena",support_bug
5086,Bug report: broken link on billing page,"Hello,

There is an issue with reports page: broken link on billing page. Can the team take a look?

Regards,
Kiran",support_bug
5087,Issue: incorrect invoice total,"Dear Support Team,

We are seeing incorrect invoice total in production. Affected users: many. Please prioritize.

Best,
Vikram",support_bug
5088,Error encountered: incorrect invoice total,"Hello,

There is an issue with export feature: incorrect invoice total. Can the team take a look?

Regards,
Maya",support_bug
5089,Problem with signup form,"Hello,

There is an issue with signup form: search returns no results. Can the team take a look?

Regards,
Manoj",support_bug
5090,Problem with signup form,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Dev",support_bug
5091,Problem with export feature,"Hello,

There is an issue with export feature: file upload fails. Can the team take a look?

Regards,
Rahul",support_bug
5092,Bug report: broken link on billing page,"Dear Support Team,

We are seeing broken link on billing page in production. Affected users: many. Please prioritize.

Best,
Leena",support_bug
5093,Error encountered: search returns no results,"Hello,

There is an issue with reports page: search returns no results. Can the team take a look?

Regards,
Leena",support_bug
5094,Error encountered: file upload fails,"Hi Support,

I'm facing file upload fails when using the app. Steps to reproduce: ... Please advise.

Thanks,
Kiran",support_bug
5095,Problem with export feature,"Dear Support Team,

We are seeing broken link on billing page in production. Affected users: many. Please prioritize.

Best,
Sameer",support_bug
5096,Bug report: incorrect invoice total,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Dev",support_bug
5097,Problem with export feature,"Hello,

There is an issue with export feature: app crashes on Android. Can the team take a look?

Regards,
Divya",support_bug
5098,Problem with login flow,"Hi Support,

I'm facing broken link on billing page when using the app. Steps to reproduce: ... Please advise.

Thanks,
Asha",support_bug
5099,Issue: 500 error on login,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Neha",support_bug
5100,Bug report: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Priya",support_bug
5101,Problem with export feature,"Hi,

search returns no results occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Priya",support_bug
5102,Issue: broken link on billing page,"Hi Support,

I'm facing broken link on billing page when using the app. Steps to reproduce: ... Please advise.

Thanks,
Arjun",support_bug
5103,Issue: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Priya",support_bug
5104,Error encountered: search returns no results,"Hello,

There is an issue with signup form: search returns no results. Can the team take a look?

Regards,
Dev",support_bug
5105,Error encountered: file upload fails,"Hello,

There is an issue with payments: file upload fails. Can the team take a look?

Regards,
Dev",support_bug
5106,Problem with payments,"Hi Support,

I'm facing payment page times out when using the app. Steps to reproduce: ... Please advise.

Thanks,
Priya",support_bug
5107,Problem with mobile app,"Hi Support,

I'm facing 500 error on login when using the app. Steps to reproduce: ... Please advise.

Thanks,
Isha",support_bug
5108,Bug report: file upload fails,"Hi,

file upload fails occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Anita",support_bug
5109,Issue: 500 error on login,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kavya",support_bug
5110,Error encountered: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Rohit",support_bug
5111,Issue: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Sneha",support_bug
5112,Bug report: 500 error on login,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Anita",support_bug
5113,Bug report: missing CSV export headers,"Hi Support,

I'm facing missing CSV export headers when using the app. Steps to reproduce: ... Please advise.

Thanks,
Arjun",support_bug
5114,Problem with signup form,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Maya",support_bug
5115,Bug report: app crashes on Android,"Hello,

There is an issue with dashboard: app crashes on Android. Can the team take a look?

Regards,
Asha",support_bug
5116,Problem with signup form,"Hi,

file upload fails occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sneha",support_bug
5117,Issue: broken link on billing page,"Hi,

broken link on billing page occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Isha",support_bug
5118,Bug report: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Vikram",support_bug
5119,Problem with signup form,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Kavya",support_bug
5120,Error encountered: app crashes on Android,"Hello,

There is an issue with payments: app crashes on Android. Can the team take a look?

Regards,
Sneha",support_bug
5121,Error encountered: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Anita",support_bug
5122,Problem with dashboard,"Hello,

There is an issue with dashboard: 500 error on login. Can the team take a look?

Regards,
Anita",support_bug
5123,Problem with mobile app,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sanjay",support_bug
5124,Problem with signup form,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5125,Problem with export feature,"Hi Support,

I'm facing payment page times out when using the app. Steps to reproduce: ... Please advise.

Thanks,
Leena",support_bug
5126,Issue: file upload fails,"Hi,

file upload fails occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Dev",support_bug
5127,Error encountered: search returns no results,"Hello,

There is an issue with signup form: search returns no results. Can the team take a look?

Regards,
Leena",support_bug
5128,Problem with export feature,"Hi Support,

I'm facing file upload fails when using the app. Steps to reproduce: ... Please advise.

Thanks,
Neha",support_bug
5129,Issue: search returns no results,"Hello,

There is an issue with signup form: search returns no results. Can the team take a look?

Regards,
Sneha",support_bug
5130,Bug report: app crashes on Android,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5131,Problem with signup form,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Neha",support_bug
5132,Bug report: file upload fails,"Hello,

There is an issue with dashboard: file upload fails. Can the team take a look?

Regards,
Isha",support_bug
5133,Issue: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Arjun",support_bug
5134,Error encountered: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Sanjay",support_bug
5135,Problem with signup form,"Hello,

There is an issue with signup form: app crashes on Android. Can the team take a look?

Regards,
Arjun",support_bug
5136,Problem with payments,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Arjun",support_bug
5137,Issue: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Manoj",support_bug
5138,Error encountered: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Anita",support_bug
5139,Issue: missing CSV export headers,"Hello,

There is an issue with payments: missing CSV export headers. Can the team take a look?

Regards,
Rohit",support_bug
5140,Bug report: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Dev",support_bug
5141,Bug report: app crashes on Android,"Hello,

There is an issue with login flow: app crashes on Android. Can the team take a look?

Regards,
Leena",support_bug
5142,Bug report: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Anita",support_bug
5143,Issue: missing CSV export headers,"Hi Support,

I'm facing missing CSV export headers when using the app. Steps to reproduce: ... Please advise.

Thanks,
Kavya",support_bug
5144,Problem with login flow,"Hello,

There is an issue with login flow: 500 error on login. Can the team take a look?

Regards,
Rahul",support_bug
5145,Issue: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Rahul",support_bug
5146,Bug report: 500 error on login,"Hello,

There is an issue with signup form: 500 error on login. Can the team take a look?

Regards,
Arjun",support_bug
5147,Error encountered: search returns no results,"Hi,

search returns no results occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Leena",support_bug
5148,Error encountered: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Leena",support_bug
5149,Error encountered: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Ashwin",support_bug
5150,Error encountered: payment page times out,"Hello,

There is an issue with export feature: payment page times out. Can the team take a look?

Regards,
Neha",support_bug
5151,Issue: missing CSV export headers,"Hello,

There is an issue with reports page: missing CSV export headers. Can the team take a look?

Regards,
Kavya",support_bug
5152,Bug report: app crashes on Android,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Dev",support_bug
5153,Issue: 500 error on login,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Sanjay",support_bug
5154,Issue: broken link on billing page,"Hi Support,

I'm facing broken link on billing page when using the app. Steps to reproduce: ... Please advise.

Thanks,
Arjun",support_bug
5155,Issue: payment page times out,"Hello,

There is an issue with payments: payment page times out. Can the team take a look?

Regards,
Arjun",support_bug
5156,Error encountered: app crashes on Android,"Hello,

There is an issue with export feature: app crashes on Android. Can the team take a look?

Regards,
Neha",support_bug
5157,Problem with dashboard,"Hello,

There is an issue with dashboard: app crashes on Android. Can the team take a look?

Regards,
Sanjay",support_bug
5158,Bug report: incorrect invoice total,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kiran",support_bug
5159,Bug report: 500 error on login,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Neha",support_bug
5160,Problem with export feature,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Rahul",support_bug
5161,Problem with dashboard,"Hello,

There is an issue with dashboard: 500 error on login. Can the team take a look?

Regards,
Vikram",support_bug
5162,Error encountered: incorrect invoice total,"Hello,

There is an issue with login flow: incorrect invoice total. Can the team take a look?

Regards,
Dev",support_bug
5163,Issue: 500 error on login,"Dear Support Team,

We are seeing 500 error on login in production. Affected users: many. Please prioritize.

Best,
Asha",support_bug
5164,Issue: app crashes on Android,"Hello,

There is an issue with reports page: app crashes on Android. Can the team take a look?

Regards,
Kavya",support_bug
5165,Error encountered: broken link on billing page,"Hi,

broken link on billing page occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kavya",support_bug
5166,Bug report: broken link on billing page,"Hello,

There is an issue with mobile app: broken link on billing page. Can the team take a look?

Regards,
Arjun",support_bug
5167,Issue: payment page times out,"Hello,

There is an issue with export feature: payment page times out. Can the team take a look?

Regards,
Kiran",support_bug
5168,Bug report: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Maya",support_bug
5169,Bug report: search returns no results,"Hi,

search returns no results occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Isha",support_bug
5170,Error encountered: file upload fails,"Hello,

There is an issue with export feature: file upload fails. Can the team take a look?

Regards,
Rohit",support_bug
5171,Error encountered: broken link on billing page,"Hello,

There is an issue with signup form: broken link on billing page. Can the team take a look?

Regards,
Rahul",support_bug
5172,Bug report: search returns no results,"Hi Support,

I'm facing search returns no results when using the app. Steps to reproduce: ... Please advise.

Thanks,
Leena",support_bug
5173,Issue: file upload fails,"Hello,

There is an issue with reports page: file upload fails. Can the team take a look?

Regards,
Neha",support_bug
5174,Bug report: app crashes on Android,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Rahul",support_bug
5175,Issue: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Isha",support_bug
5176,Bug report: 500 error on login,"Hi Support,

I'm facing 500 error on login when using the app. Steps to reproduce: ... Please advise.

Thanks,
Asha",support_bug
5177,Issue: broken link on billing page,"Hello,

There is an issue with login flow: broken link on billing page. Can the team take a look?

Regards,
Sanjay",support_bug
5178,Issue: 500 error on login,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sneha",support_bug
5179,Error encountered: broken link on billing page,"Dear Support Team,

We are seeing broken link on billing page in production. Affected users: many. Please prioritize.

Best,
Anita",support_bug
5180,Problem with reports page,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Vikram",support_bug
5181,Bug report: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Arjun",support_bug
5182,Issue: incorrect invoice total,"Dear Support Team,

We are seeing incorrect invoice total in production. Affected users: many. Please prioritize.

Best,
Dev",support_bug
5183,Issue: missing CSV export headers,"Hello,

There is an issue with reports page: missing CSV export headers. Can the team take a look?

Regards,
Isha",support_bug
5184,Bug report: incorrect invoice total,"Hello,

There is an issue with reports page: incorrect invoice total. Can the team take a look?

Regards,
Dev",support_bug
5185,Error encountered: file upload fails,"Hello,

There is an issue with dashboard: file upload fails. Can the team take a look?

Regards,
Sanjay",support_bug
5186,Error encountered: payment page times out,"Hi Support,

I'm facing payment page times out when using the app. Steps to reproduce: ... Please advise.

Thanks,
Neha",support_bug
5187,Problem with mobile app,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Rohit",support_bug
5188,Error encountered: payment page times out,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Asha",support_bug
5189,Bug report: file upload fails,"Dear Support Team,

We are seeing file upload fails in production. Affected users: many. Please prioritize.

Best,
Arjun",support_bug
5190,Issue: file upload fails,"Hi,

file upload fails occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Neha",support_bug
5191,Bug report: incorrect invoice total,"Hi Support,

I'm facing incorrect invoice total when using the app. Steps to reproduce: ... Please advise.

Thanks,
Sameer",support_bug
5192,Problem with login flow,"Dear Support Team,

We are seeing payment page times out in production. Affected users: many. Please prioritize.

Best,
Dev",support_bug
5193,Bug report: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Divya",support_bug
5194,Error encountered: app crashes on Android,"Hello,

There is an issue with signup form: app crashes on Android. Can the team take a look?

Regards,
Rohit",support_bug
5195,Issue: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kiran",support_bug
5196,Issue: broken link on billing page,"Dear Support Team,

We are seeing broken link on billing page in production. Affected users: many. Please prioritize.

Best,
Isha",support_bug
5197,Bug report: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Leena",support_bug
5198,Bug report: payment page times out,"Hello,

There is an issue with payments: payment page times out. Can the team take a look?

Regards,
Rohit",support_bug
5199,Error encountered: incorrect invoice total,"Hello,

There is an issue with mobile app: incorrect invoice total. Can the team take a look?

Regards,
Rahul",support_bug
5200,Error encountered: search returns no results,"Hi,

search returns no results occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Divya",support_bug
5201,Problem with dashboard,"Hi Support,

I'm facing missing CSV export headers when using the app. Steps to reproduce: ... Please advise.

Thanks,
Priya",support_bug
5202,Error encountered: payment page times out,"Hello,

There is an issue with login flow: payment page times out. Can the team take a look?

Regards,
Manoj",support_bug
5203,Issue: missing CSV export headers,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Asha",support_bug
5204,Problem with export feature,"Hello,

There is an issue with export feature: payment page times out. Can the team take a look?

Regards,
Asha",support_bug
5205,Error encountered: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Manoj",support_bug
5206,Issue: payment page times out,"Hi,

payment page times out occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kiran",support_bug
5207,Error encountered: app crashes on Android,"Hi Support,

I'm facing app crashes on Android when using the app. Steps to reproduce: ... Please advise.

Thanks,
Anita",support_bug
5208,Bug report: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Sameer",support_bug
5209,Problem with login flow,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Divya",support_bug
5210,Issue: app crashes on Android,"Hi Support,

I'm facing app crashes on Android when using the app. Steps to reproduce: ... Please advise.

Thanks,
Sneha",support_bug
5211,Error encountered: payment page times out,"Hello,

There is an issue with export feature: payment page times out. Can the team take a look?

Regards,
Rahul",support_bug
5212,Error encountered: missing CSV export headers,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kavya",support_bug
5213,Issue: search returns no results,"Hi Support,

I'm facing search returns no results when using the app. Steps to reproduce: ... Please advise.

Thanks,
Rahul",support_bug
5214,Bug report: app crashes on Android,"Dear Support Team,

We are seeing app crashes on Android in production. Affected users: many. Please prioritize.

Best,
Kavya",support_bug
5215,Error encountered: incorrect invoice total,"Dear Support Team,

We are seeing incorrect invoice total in production. Affected users: many. Please prioritize.

Best,
Manoj",support_bug
5216,Error encountered: payment page times out,"Hello,

There is an issue with mobile app: payment page times out. Can the team take a look?

Regards,
Arjun",support_bug
5217,Problem with login flow,"Hi,

missing CSV export headers occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Kavya",support_bug
5218,Bug report: incorrect invoice total,"Hi,

incorrect invoice total occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Sneha",support_bug
5219,Error encountered: search returns no results,"Dear Support Team,

We are seeing search returns no results in production. Affected users: many. Please prioritize.

Best,
Isha",support_bug
5220,Error encountered: incorrect invoice total,"Hello,

There is an issue with mobile app: incorrect invoice total. Can the team take a look?

Regards,
Isha",support_bug
5221,Bug report: missing CSV export headers,"Hello,

There is an issue with payments: missing CSV export headers. Can the team take a look?

Regards,
Kiran",support_bug
5222,Issue: 500 error on login,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Divya",support_bug
5223,Problem with reports page,"Hi Support,

I'm facing app crashes on Android when using the app. Steps to reproduce: ... Please advise.

Thanks,
Neha",support_bug
5224,Issue: incorrect invoice total,"Hello,

There is an issue with login flow: incorrect invoice total. Can the team take a look?

Regards,
Rahul",support_bug
5225,Problem with payments,"Dear Support Team,

We are seeing incorrect invoice total in production. Affected users: many. Please prioritize.

Best,
Sanjay",support_bug
5226,Issue: 500 error on login,"Hi,

500 error on login occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Manoj",support_bug
5227,Issue: missing CSV export headers,"Dear Support Team,

We are seeing missing CSV export headers in production. Affected users: many. Please prioritize.

Best,
Isha",support_bug
5228,Problem with reports page,"Hi Support,

I'm facing missing CSV export headers when using the app. Steps to reproduce: ... Please advise.

Thanks,
Dev",support_bug
5229,Issue: app crashes on Android,"Hi,

app crashes on Android occurs intermittently. Attached are logs and screenshots. Please help.

Thanks,
Leena",support_bug
